rail,pos_x,pos_y,localisation,localisation_fr,rail_work_order,mvt,designation,reference,id,work_order,work_order_unit,point_dev_manoeuvre,point,path,position_type,speed,cnt,x_j1,y_j2,z_j3,w_j4,p_j5,r_j6,e1,wrist,forearm,arm,conf_j1,conf_j4,conf_j6,UF,UT
2,REAR,LEFT,REAR_LEFT,AR_G,5,clearance,rail,E53233046200,2,52,2,3,5,JOINT,JOINT,25.000,100.000,26.609,27.245,-38.994,-10.655,89.422,-117.790,1532.500,,,,,,,3,3
2,REAR,LEFT,REAR_LEFT,AR_G,5,clearance,rail,E53233046200,2,52,2,2,6,LINEAR,JOINT,250.000,100.000,21.488,23.749,-32.425,-12.104,89.347,-116.215,1532.500,,,,,,,3,3
2,REAR,LEFT,REAR_LEFT,AR_G,5,clearance,rail,E53233046200,2,52,2,1,7,LINEAR,JOINT,250.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,1532.500,,,,,,,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,station,rail,E53233046200,2,53,3,1,1,JOINT,JOINT,25.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,1665.500,,,,,,,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,approach,rail,E53233046200,2,53,3,2,2,LINEAR,JOINT,250.000,100.000,42.134,43.475,-27.402,-9.615,80.721,-100.912,1665.500,,,,,,,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,approach,rail,E53233046200,2,53,3,3,3,LINEAR,JOINT,250.000,100.000,50.047,40.906,-43.856,30.148,68.968,-108.392,1665.500,,,,,,,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,approach,rail,E53233046200,2,53,3,4,4,LINEAR,JOINT,250.000,100.000,58.934,45.602,-58.512,41.627,65.789,-105.445,1665.500,,,,,,,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,approach,rail,E53233046200,2,53,3,5,5,JOINT,JOINT,25.000,100.000,69.500,57.500,-45.201,60.001,-21.700,-110.001,1665.500,,,,,,,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,approach,rail,E53233046200,2,53,3,6,6,JOINT,JOINT,25.000,100.000,75.547,88.413,-37.346,61.964,-57.185,-57.552,1665.500,,,,,,,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,approach,rail,E53233046200,2,53,3,7,7,LINEAR,JOINT,250.000,0.000,73.861,78.726,-44.350,67.103,-53.015,-64.592,1665.500,,,,,,,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,work,fastener,ASNA2392-3-04,222,1,1,8,8,LINEAR,CRT,100.000,0.000,-120.000,2084.500,3.500,-180.000,0.000,90.000,1665.500,N,U,T,0.000,0.000,0.000,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,work,fastener,ASNA2392-3-04,223,2,2,9,9,LINEAR,CRT,100.000,0.000,-96.000,2084.500,3.500,-180.000,0.000,90.000,1665.500,N,U,T,0.000,0.000,0.000,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,work,fastener,ASNA2392-3-04,224,3,3,10,10,LINEAR,CRT,100.000,0.000,-72.000,2084.500,3.500,-180.000,0.000,90.000,1665.500,N,U,T,0.000,0.000,0.000,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,work,fastener,ASNA2392-3-04,225,4,4,11,11,LINEAR,CRT,100.000,0.000,-48.000,2084.500,3.500,-180.000,0.000,90.000,1665.500,N,U,T,0.000,0.000,0.000,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,work,fastener,ASNA2392-3-05,249,5,5,12,12,LINEAR,CRT,100.000,0.000,-24.000,2084.500,5.000,-180.000,0.000,90.000,1665.500,N,U,T,0.000,0.000,0.000,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,work,fastener,ASNA2392-3-05,250,6,6,13,13,LINEAR,CRT,100.000,0.000,0.000,2084.500,5.000,-180.000,0.000,111.773,1665.500,N,U,T,0.000,0.000,0.000,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,clearance,rail,E53233046200,2,53,3,7,1,LINEAR,JOINT,250.000,0.000,73.861,78.726,-44.350,67.103,-53.015,-64.592,1665.500,,,,,,,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,clearance,rail,E53233046200,2,53,3,6,2,LINEAR,JOINT,250.000,100.000,75.547,88.413,-37.346,61.964,-57.185,-57.552,1665.500,,,,,,,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,clearance,rail,E53233046200,2,53,3,5,3,JOINT,JOINT,25.000,100.000,69.500,57.500,-45.201,60.001,-21.700,-110.001,1665.500,,,,,,,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,clearance,rail,E53233046200,2,53,3,4,4,JOINT,JOINT,25.000,100.000,58.934,45.602,-58.512,41.627,65.789,-105.445,1665.500,,,,,,,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,clearance,rail,E53233046200,2,53,3,3,5,LINEAR,JOINT,250.000,100.000,50.047,40.906,-43.856,30.148,68.968,-108.392,1665.500,,,,,,,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,clearance,rail,E53233046200,2,53,3,2,6,LINEAR,JOINT,250.000,100.000,42.134,43.475,-27.402,-9.615,80.721,-100.912,1665.500,,,,,,,3,3
2,FRONT,RIGHT,FRONT_RIGHT,AV_D,5,clearance,rail,E53233046200,2,53,3,1,7,LINEAR,JOINT,250.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,1665.500,,,,,,,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,station,rail,E53233046200,2,51,1,1,1,JOINT,JOINT,25.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,1424.500,,,,,,,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,approach,rail,E53233046200,2,51,1,2,2,LINEAR,JOINT,250.000,100.000,28.055,27.868,-31.455,-12.876,88.689,-112.191,1424.500,,,,,,,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,approach,rail,E53233046200,2,51,1,3,3,LINEAR,JOINT,250.000,100.000,42.687,41.545,-21.781,-7.421,67.357,-100.588,1424.500,,,,,,,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,approach,rail,E53233046200,2,51,1,4,4,LINEAR,JOINT,250.000,100.000,49.306,40.009,-46.626,45.940,59.844,-114.661,1424.500,,,,,,,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,approach,rail,E53233046200,2,51,1,5,5,LINEAR,JOINT,250.000,100.000,56.771,47.277,-88.334,33.593,91.121,-85.857,1424.500,,,,,,,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,approach,rail,E53233046200,2,51,1,6,6,JOINT,JOINT,25.000,100.000,59.557,48.355,-96.871,-2.163,86.874,-149.971,1424.500,,,,,,,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,approach,rail,E53233046200,2,51,1,7,7,JOINT,JOINT,25.000,100.000,68.711,59.803,-58.264,-98.099,46.134,-92.171,1424.500,,,,,,,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,approach,rail,E53233046200,2,51,1,8,8,LINEAR,JOINT,250.000,0.000,68.990,58.214,-64.250,-92.552,45.710,-100.488,1424.500,,,,,,,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,work,fastener,ASNA2392-3-04,229,1,1,8,8,LINEAR,CRT,100.000,0.000,-120.000,2057.000,3.500,180.000,0.000,-89.961,1424.500,F,U,T,0.000,0.000,0.000,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,work,fastener,ASNA2392-3-04,228,2,2,9,9,LINEAR,CRT,100.000,0.000,-96.000,2057.000,3.500,-180.000,0.000,-89.961,1424.500,F,U,T,0.000,0.000,0.000,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,work,fastener,ASNA2392-3-04,227,3,3,10,10,LINEAR,CRT,100.000,0.000,-72.000,2057.000,3.500,-180.000,0.000,-89.961,1424.500,F,U,T,0.000,0.000,0.000,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,work,fastener,ASNA2392-3-04,226,4,4,11,11,LINEAR,CRT,100.000,0.000,-48.000,2057.000,3.500,-180.000,0.000,-89.961,1424.500,F,U,T,0.000,0.000,0.000,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,work,fastener,ASNA2392-3-05,246,5,5,12,12,LINEAR,CRT,100.000,0.000,-24.000,2057.000,5.000,-180.000,0.000,-90.000,1424.500,F,U,T,0.000,0.000,0.000,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,work,fastener,ASNA2392-3-05,245,6,6,13,13,LINEAR,CRT,100.000,0.000,0.000,2057.000,5.000,-180.000,0.000,-90.000,1424.500,F,U,T,0.000,0.000,0.000,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,clearance,rail,E53233046200,2,51,1,8,1,LINEAR,JOINT,250.000,0.000,68.990,58.214,-64.250,-92.552,45.710,-100.488,1424.500,,,,,,,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,clearance,rail,E53233046200,2,51,1,7,2,LINEAR,JOINT,250.000,100.000,68.711,59.803,-58.264,-98.099,46.134,-92.171,1424.500,,,,,,,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,clearance,rail,E53233046200,2,51,1,6,3,JOINT,JOINT,25.000,100.000,59.557,48.355,-96.871,-2.163,86.874,-149.971,1424.500,,,,,,,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,clearance,rail,E53233046200,2,51,1,5,4,JOINT,JOINT,25.000,100.000,56.771,47.277,-88.334,33.593,91.121,-85.857,1424.500,,,,,,,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,clearance,rail,E53233046200,2,51,1,4,5,LINEAR,JOINT,250.000,100.000,49.306,40.009,-46.626,45.940,59.844,-114.661,1424.500,,,,,,,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,clearance,rail,E53233046200,2,51,1,3,6,LINEAR,JOINT,250.000,100.000,42.687,41.545,-21.781,-7.421,67.357,-100.588,1424.500,,,,,,,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,clearance,rail,E53233046200,2,51,1,2,7,LINEAR,JOINT,250.000,100.000,28.055,27.868,-31.455,-12.876,88.689,-112.191,1424.500,,,,,,,3,3
2,FRONT,LEFT,FRONT_LEFT,AV_G,5,clearance,rail,E53233046200,2,51,1,1,8,LINEAR,JOINT,250.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,1424.500,,,,,,,3,3
3,REAR,RIGHT,REAR_RIGHT,AR_D,4,station,rail,E53233024200,3,44,4,1,1,JOINT,JOINT,25.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,1313.500,,,,,,,3,3
3,REAR,RIGHT,REAR_RIGHT,AR_D,4,approach,rail,E53233024200,3,44,4,2,2,LINEAR,JOINT,250.000,100.000,24.701,25.433,-37.461,-5.516,91.909,-115.838,1313.500,,,,,,,3,3
3,REAR,RIGHT,REAR_RIGHT,AR_D,4,approach,rail,E53233024200,3,44,4,3,3,LINEAR,JOINT,250.000,100.000,30.607,28.005,-32.332,8.847,79.947,-114.056,1313.500,,,,,,,3,3
3,REAR,RIGHT,REAR_RIGHT,AR_D,4,approach,rail,E53233024200,3,44,4,4,4,LINEAR,JOINT,250.000,100.000,32.593,30.198,-28.975,36.782,68.048,-124.532,1313.500,,,,,,,3,3
3,REAR,RIGHT,REAR_RIGHT,AR_D,4,approach,rail,E53233024200,3,44,4,5,5,JOINT,JOINT,25.000,100.000,42.000,44.999,-5.001,36.802,-19.999,-90.002,1313.500,,,,,,,3,3
3,REAR,RIGHT,REAR_RIGHT,AR_D,4,approach,rail,E53233024200,3,44,4,6,6,JOINT,JOINT,25.000,100.000,46.641,57.824,-4.711,42.993,-54.764,-47.098,1313.500,,,,,,,3,3
3,REAR,RIGHT,REAR_RIGHT,AR_D,4,approach,rail,E53233024200,3,44,4,7,7,LINEAR,JOINT,250.000,0.000,45.756,53.775,-7.699,44.145,-51.991,-40.823,1313.500,,,,,,,3,3
3,REAR,RIGHT,REAR_RIGHT,AR_D,4,work,fastener,ASNA2392-3-03,18,1,1,8,8,LINEAR,CRT,100.000,0.000,178.700,1570.700,1.400,-180.000,0.000,90.000,1313.500,N,U,T,0.000,0.000,0.000,3,3
3,REAR,RIGHT,REAR_RIGHT,AR_D,4,work,fastener,ASNA2392-3-03,19,2,2,9,9,LINEAR,CRT,100.000,0.000,148.700,1570.700,1.400,-180.000,0.000,70.000,1313.500,N,U,T,0.000,0.000,0.000,3,3
3,REAR,RIGHT,REAR_RIGHT,AR_D,4,work,fastener,ASNA2392-3-03,20,3,3,10,10,LINEAR,CRT,100.000,0.000,118.653,1570.700,1.400,-180.000,0.000,50.000,1313.500,N,U,T,0.000,0.000,0.000,3,3
3,REAR,RIGHT,REAR_RIGHT,AR_D,4,clearance,rail,E53233024200,3,44,4,7,1,LINEAR,JOINT,250.000,0.000,45.756,53.775,-7.699,44.145,-51.991,-40.823,1313.500,,,,,,,3,3
3,REAR,RIGHT,REAR_RIGHT,AR_D,4,clearance,rail,E53233024200,3,44,4,6,2,LINEAR,JOINT,250.000,100.000,46.641,57.824,-4.711,42.993,-54.764,-47.098,1313.500,,,,,,,3,3
3,REAR,RIGHT,REAR_RIGHT,AR_D,4,clearance,rail,E53233024200,3,44,4,5,3,JOINT,JOINT,25.000,100.000,42.000,44.999,-5.001,36.802,-19.999,-90.002,1313.500,,,,,,,3,3
3,REAR,RIGHT,REAR_RIGHT,AR_D,4,clearance,rail,E53233024200,3,44,4,4,4,JOINT,JOINT,25.000,100.000,32.593,30.198,-28.975,36.782,68.048,-124.532,1313.500,,,,,,,3,3
3,REAR,RIGHT,REAR_RIGHT,AR_D,4,clearance,rail,E53233024200,3,44,4,3,5,LINEAR,JOINT,250.000,100.000,30.607,28.005,-32.332,8.847,79.947,-114.056,1313.500,,,,,,,3,3
3,REAR,RIGHT,REAR_RIGHT,AR_D,4,clearance,rail,E53233024200,3,44,4,2,6,LINEAR,JOINT,250.000,100.000,24.701,25.433,-37.461,-5.516,91.909,-115.838,1313.500,,,,,,,3,3
3,REAR,RIGHT,REAR_RIGHT,AR_D,4,clearance,rail,E53233024200,3,44,4,1,7,LINEAR,JOINT,250.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,1313.500,,,,,,,3,3
3,REAR,LEFT,REAR_LEFT,AR_G,4,station,rail,E53233024200,3,42,2,1,1,JOINT,JOINT,25.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,1021.500,,,,,,,3,3
3,REAR,LEFT,REAR_LEFT,AR_G,4,approach,rail,E53233024200,3,42,2,2,2,LINEAR,JOINT,250.000,100.000,21.488,23.749,-32.425,-12.104,89.347,-116.215,1021.500,,,,,,,3,3
3,REAR,LEFT,REAR_LEFT,AR_G,4,approach,rail,E53233024200,3,42,2,3,3,JOINT,JOINT,25.000,100.000,26.609,27.245,-38.994,-10.655,89.422,-117.790,1021.500,,,,,,,3,3
3,REAR,LEFT,REAR_LEFT,AR_G,4,approach,rail,E53233024200,3,42,2,4,4,JOINT,JOINT,25.000,100.000,24.942,27.617,-27.260,15.637,47.887,-141.247,1021.500,,,,,,,3,3
3,REAR,LEFT,REAR_LEFT,AR_G,4,approach,rail,E53233024200,3,42,2,5,5,JOINT,JOINT,25.000,100.000,26.301,30.406,-13.285,8.679,-9.671,-138.591,1021.500,,,,,,,3,3
3,REAR,LEFT,REAR_LEFT,AR_G,4,approach,rail,E53233024200,3,42,2,6,6,LINEAR,JOINT,250.000,100.000,43.142,45.035,-13.768,46.836,-45.904,-186.998,1021.500,,,,,,,3,3
3,REAR,LEFT,REAR_LEFT,AR_G,4,approach,rail,E53233024200,3,42,2,7,7,LINEAR,JOINT,250.000,0.000,44.729,43.339,-18.454,50.942,-43.969,-209.057,1021.500,,,,,,,3,3
3,REAR,LEFT,REAR_LEFT,AR_G,4,work,fastener,ASNA2392-3-03,15,1,1,8,8,LINEAR,CRT,100.000,0.000,178.700,1548.700,1.400,-180.000,0.000,-90.000,1021.500,N,U,T,0.000,0.000,0.000,3,3
3,REAR,LEFT,REAR_LEFT,AR_G,4,work,fastener,ASNA2392-3-03,16,2,2,9,9,LINEAR,CRT,100.000,0.000,148.700,1548.700,1.400,-180.000,0.000,-70.000,1021.500,N,U,T,0.000,0.000,0.000,3,3
3,REAR,LEFT,REAR_LEFT,AR_G,4,work,fastener,ASNA2392-3-03,17,3,3,10,10,LINEAR,CRT,100.000,0.000,118.653,1548.700,1.400,-180.000,0.000,-50.000,1021.500,N,U,T,0.000,0.000,0.000,3,3
3,REAR,LEFT,REAR_LEFT,AR_G,4,clearance,rail,E53233024200,3,42,2,7,1,LINEAR,JOINT,250.000,0.000,44.729,43.339,-18.454,50.942,-43.969,-209.057,1021.500,,,,,,,3,3
3,REAR,LEFT,REAR_LEFT,AR_G,4,clearance,rail,E53233024200,3,42,2,6,2,LINEAR,JOINT,250.000,100.000,43.142,45.035,-13.768,46.836,-45.904,-186.998,1021.500,,,,,,,3,3
3,REAR,LEFT,REAR_LEFT,AR_G,4,clearance,rail,E53233024200,3,42,2,5,3,LINEAR,JOINT,250.000,100.000,26.301,30.406,-13.285,8.679,-9.671,-138.591,1021.500,,,,,,,3,3
3,REAR,LEFT,REAR_LEFT,AR_G,4,clearance,rail,E53233024200,3,42,2,4,4,JOINT,JOINT,25.000,100.000,24.942,27.617,-27.260,15.637,47.887,-141.247,1021.500,,,,,,,3,3
3,REAR,LEFT,REAR_LEFT,AR_G,4,clearance,rail,E53233024200,3,42,2,3,5,JOINT,JOINT,25.000,100.000,26.609,27.245,-38.994,-10.655,89.422,-117.790,1021.500,,,,,,,3,3
3,REAR,LEFT,REAR_LEFT,AR_G,4,clearance,rail,E53233024200,3,42,2,2,6,LINEAR,JOINT,250.000,100.000,21.488,23.749,-32.425,-12.104,89.347,-116.215,1021.500,,,,,,,3,3
3,REAR,LEFT,REAR_LEFT,AR_G,4,clearance,rail,E53233024200,3,42,2,1,7,LINEAR,JOINT,250.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,1021.500,,,,,,,3,3
3,FRONT,RIGHT,FRONT_RIGHT,AV_D,4,station,rail,E53233024200,3,43,3,1,1,JOINT,JOINT,25.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,1154.500,,,,,,,3,3
3,FRONT,RIGHT,FRONT_RIGHT,AV_D,4,approach,rail,E53233024200,3,43,3,2,2,LINEAR,JOINT,250.000,100.000,42.134,43.475,-27.402,-9.615,80.721,-100.912,1154.500,,,,,,,3,3
3,FRONT,RIGHT,FRONT_RIGHT,AV_D,4,approach,rail,E53233024200,3,43,3,3,3,LINEAR,JOINT,250.000,100.000,50.047,40.906,-43.856,30.148,68.968,-108.392,1154.500,,,,,,,3,3
3,FRONT,RIGHT,FRONT_RIGHT,AV_D,4,approach,rail,E53233024200,3,43,3,4,4,LINEAR,JOINT,250.000,100.000,58.934,45.602,-58.512,41.627,65.789,-105.445,1154.500,,,,,,,3,3
3,FRONT,RIGHT,FRONT_RIGHT,AV_D,4,approach,rail,E53233024200,3,43,3,5,5,JOINT,JOINT,25.000,100.000,69.500,57.500,-45.201,60.001,-21.700,-110.001,1154.500,,,,,,,3,3
3,FRONT,RIGHT,FRONT_RIGHT,AV_D,4,approach,rail,E53233024200,3,43,3,6,6,JOINT,JOINT,25.000,100.000,75.547,88.413,-37.346,61.964,-57.185,-57.552,1154.500,,,,,,,3,3
3,FRONT,RIGHT,FRONT_RIGHT,AV_D,4,approach,rail,E53233024200,3,43,3,7,7,LINEAR,JOINT,250.000,0.000,73.861,78.726,-44.350,67.103,-53.015,-64.592,1154.500,,,,,,,3,3
3,FRONT,RIGHT,FRONT_RIGHT,AV_D,4,work,fastener,ASNA2392-3-03,33,1,1,8,8,LINEAR,CRT,100.000,0.000,-34.200,1570.700,1.400,-180.000,0.000,90.000,1154.500,N,U,T,0.000,0.000,0.000,3,3
3,FRONT,RIGHT,FRONT_RIGHT,AV_D,4,work,fastener,ASNA2392-3-03,34,2,2,9,9,LINEAR,CRT,100.000,0.000,-9.400,1570.700,1.400,-180.000,0.000,90.000,1154.500,N,U,T,0.000,0.000,0.000,3,3
3,FRONT,RIGHT,FRONT_RIGHT,AV_D,4,clearance,rail,E53233024200,3,43,3,7,1,LINEAR,JOINT,250.000,0.000,73.861,78.726,-44.350,67.103,-53.015,-64.592,1154.500,,,,,,,3,3
3,FRONT,RIGHT,FRONT_RIGHT,AV_D,4,clearance,rail,E53233024200,3,43,3,6,2,LINEAR,JOINT,250.000,100.000,75.547,88.413,-37.346,61.964,-57.185,-57.552,1154.500,,,,,,,3,3
3,FRONT,RIGHT,FRONT_RIGHT,AV_D,4,clearance,rail,E53233024200,3,43,3,5,3,JOINT,JOINT,25.000,100.000,69.500,57.500,-45.201,60.001,-21.700,-110.001,1154.500,,,,,,,3,3
3,FRONT,RIGHT,FRONT_RIGHT,AV_D,4,clearance,rail,E53233024200,3,43,3,4,4,JOINT,JOINT,25.000,100.000,58.934,45.602,-58.512,41.627,65.789,-105.445,1154.500,,,,,,,3,3
3,FRONT,RIGHT,FRONT_RIGHT,AV_D,4,clearance,rail,E53233024200,3,43,3,3,5,LINEAR,JOINT,250.000,100.000,50.047,40.906,-43.856,30.148,68.968,-108.392,1154.500,,,,,,,3,3
3,FRONT,RIGHT,FRONT_RIGHT,AV_D,4,clearance,rail,E53233024200,3,43,3,2,6,LINEAR,JOINT,250.000,100.000,42.134,43.475,-27.402,-9.615,80.721,-100.912,1154.500,,,,,,,3,3
3,FRONT,RIGHT,FRONT_RIGHT,AV_D,4,clearance,rail,E53233024200,3,43,3,1,7,LINEAR,JOINT,250.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,1154.500,,,,,,,3,3
3,FRONT,LEFT,FRONT_LEFT,AV_G,4,station,rail,E53233024200,3,41,1,1,1,JOINT,JOINT,25.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,913.500,,,,,,,3,3
3,FRONT,LEFT,FRONT_LEFT,AV_G,4,approach,rail,E53233024200,3,41,1,2,2,LINEAR,JOINT,250.000,100.000,28.055,27.868,-31.455,-12.876,88.689,-112.191,913.500,,,,,,,3,3
3,FRONT,LEFT,FRONT_LEFT,AV_G,4,approach,rail,E53233024200,3,41,1,3,3,LINEAR,JOINT,250.000,100.000,42.687,41.545,-21.781,-7.421,67.357,-100.588,913.500,,,,,,,3,3
3,FRONT,LEFT,FRONT_LEFT,AV_G,4,approach,rail,E53233024200,3,41,1,4,4,LINEAR,JOINT,250.000,100.000,49.306,40.009,-46.626,45.940,59.844,-114.661,913.500,,,,,,,3,3
3,FRONT,LEFT,FRONT_LEFT,AV_G,4,approach,rail,E53233024200,3,41,1,5,5,LINEAR,JOINT,250.000,100.000,56.771,47.277,-88.334,33.593,91.121,-85.857,913.500,,,,,,,3,3
3,FRONT,LEFT,FRONT_LEFT,AV_G,4,approach,rail,E53233024200,3,41,1,6,6,JOINT,JOINT,25.000,100.000,59.557,48.355,-96.871,-2.163,86.874,-149.971,913.500,,,,,,,3,3
3,FRONT,LEFT,FRONT_LEFT,AV_G,4,approach,rail,E53233024200,3,41,1,7,7,JOINT,JOINT,25.000,100.000,68.711,59.803,-58.264,-98.099,46.134,-92.171,913.500,,,,,,,3,3
3,FRONT,LEFT,FRONT_LEFT,AV_G,4,approach,rail,E53233024200,3,41,1,8,8,LINEAR,JOINT,250.000,0.000,68.990,58.214,-64.250,-92.552,45.710,-100.488,913.500,,,,,,,3,3
3,FRONT,LEFT,FRONT_LEFT,AV_G,4,work,fastener,ASNA2392-3-03,38,1,1,8,8,LINEAR,CRT,100.000,0.000,-34.263,1548.700,1.400,-180.000,0.000,-90.000,913.500,F,U,T,0.000,0.000,0.000,3,3
3,FRONT,LEFT,FRONT_LEFT,AV_G,4,work,fastener,ASNA2392-3-03,37,2,2,9,9,LINEAR,CRT,100.000,0.000,-9.417,1548.700,1.400,-180.000,0.000,-90.000,913.500,F,U,T,0.000,0.000,0.000,3,3
3,FRONT,LEFT,FRONT_LEFT,AV_G,4,clearance,rail,E53233024200,3,41,1,8,1,LINEAR,JOINT,250.000,0.000,68.990,58.214,-64.250,-92.552,45.710,-100.488,913.500,,,,,,,3,3
3,FRONT,LEFT,FRONT_LEFT,AV_G,4,clearance,rail,E53233024200,3,41,1,7,2,LINEAR,JOINT,250.000,100.000,68.711,59.803,-58.264,-98.099,46.134,-92.171,913.500,,,,,,,3,3
3,FRONT,LEFT,FRONT_LEFT,AV_G,4,clearance,rail,E53233024200,3,41,1,6,3,JOINT,JOINT,25.000,100.000,59.557,48.355,-96.871,-2.163,86.874,-149.971,913.500,,,,,,,3,3
3,FRONT,LEFT,FRONT_LEFT,AV_G,4,clearance,rail,E53233024200,3,41,1,5,4,JOINT,JOINT,25.000,100.000,56.771,47.277,-88.334,33.593,91.121,-85.857,913.500,,,,,,,3,3
3,FRONT,LEFT,FRONT_LEFT,AV_G,4,clearance,rail,E53233024200,3,41,1,4,5,LINEAR,JOINT,250.000,100.000,49.306,40.009,-46.626,45.940,59.844,-114.661,913.500,,,,,,,3,3
3,FRONT,LEFT,FRONT_LEFT,AV_G,4,clearance,rail,E53233024200,3,41,1,3,6,LINEAR,JOINT,250.000,100.000,42.687,41.545,-21.781,-7.421,67.357,-100.588,913.500,,,,,,,3,3
3,FRONT,LEFT,FRONT_LEFT,AV_G,4,clearance,rail,E53233024200,3,41,1,2,7,LINEAR,JOINT,250.000,100.000,28.055,27.868,-31.455,-12.876,88.689,-112.191,913.500,,,,,,,3,3
3,FRONT,LEFT,FRONT_LEFT,AV_G,4,clearance,rail,E53233024200,3,41,1,1,8,LINEAR,JOINT,250.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,913.500,,,,,,,3,3
4,REAR,RIGHT,REAR_RIGHT,AR_D,3,station,rail,E53233025200,4,33,3,1,1,JOINT,JOINT,25.000,0.000,0.000,18.500,-39.000,0.000,106.000,-135.000,1670.500,,,,,,,3,3
4,REAR,RIGHT,REAR_RIGHT,AR_D,3,approach,rail,E53233025200,4,33,3,2,2,LINEAR,JOINT,250.000,100.000,-34.641,33.135,-28.976,19.071,89.085,-145.354,1670.500,,,,,,,3,3
4,REAR,RIGHT,REAR_RIGHT,AR_D,3,approach,rail,E53233025200,4,33,3,3,3,JOINT,JOINT,25.000,100.000,-40.309,33.547,-19.725,90.263,60.291,-145.817,1670.500,,,,,,,3,3
4,REAR,RIGHT,REAR_RIGHT,AR_D,3,approach,rail,E53233025200,4,33,3,4,4,JOINT,JOINT,25.000,100.000,-39.803,39.597,-15.595,133.253,42.252,-95.133,1670.500,,,,,,,3,3
4,REAR,RIGHT,REAR_RIGHT,AR_D,3,approach,rail,E53233025200,4,33,3,5,5,LINEAR,JOINT,250.000,0.000,-43.069,38.423,-22.247,126.214,40.419,-57.885,1670.500,,,,,,,3,3
4,REAR,RIGHT,REAR_RIGHT,AR_D,3,work,fastener,ASNA2392-3-03,26,1,1,8,8,LINEAR,CRT,100.000,0.000,178.700,1062.700,1.400,-180.000,0.000,90.000,1670.500,F,U,T,0.000,0.000,0.000,3,3
4,REAR,RIGHT,REAR_RIGHT,AR_D,3,work,fastener,ASNA2392-3-03,25,2,2,9,9,LINEAR,CRT,100.000,0.000,148.700,1062.700,1.400,-180.000,0.000,70.000,1670.500,F,U,T,0.000,0.000,0.000,3,3
